Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|
39228250,1.00,152.02,3.0,17.44,12.4,12.8
39453125,1.00,153.61,3.0,17.44,11.7,12.1
39678000,1.00,155.19,3.0,17.44,11.0,11.4
39902875,1.00,156.60,3.0,17.44,10.3,10.7
40127750,1.00,158.18,3.0,17.44,9.6,10.1
40352625,1.06,159.77,3.1,16.48,8.9,9.4
40577500,1.06,161.35,3.1,16.48,8.2,8.8
40802375,1.06,162.93,3.1,16.48,7.5,8.1
41027250,1.06,164.34,3.1,16.48,6.8,7.5
41252125,1.11,165.92,3.3,15.61,6.1,7.0
41477000,1.11,167.51,3.2,15.61,5.4,6.3
41701875,1.11,169.09,3.2,15.61,4.8,5.7
41926750,1.11,170.85,3.2,15.61,4.0,5.1
42151625,1.11,172.43,3.2,15.61,3.3,4.6
42376500,1.11,174.02,3.2,15.61,2.6,4.1
42601375,1.11,175.60,3.2,15.61,1.9,3.7
42826250,1.11,177.01,3.2,15.61,1.3,3.5
43051125,1.11,178.59,3.2,15.61,0.6,3.3
43276000,1.17,180.00,3.4,14.83,0.0,3.4
43500875,1.17,180.00,3.4,14.83,0.0,3.4
43725750,1.17,180.00,3.4,14.83,0.0,3.4
43950625,1.11,180.00,3.2,15.61,0.0,3.2
44175500,1.17,179.82,3.4,14.83,0.1,3.4
44400375,1.17,177.71,3.4,14.83,1.0,3.5
44625250,1.17,176.30,3.4,14.83,1.6,3.7
44850125,1.17,174.72,3.4,14.83,2.3,4.1
45075000,1.23,173.14,3.6,14.13,3.0,4.6
45299875,1.17,171.55,3.4,14.83,3.7,5.0
45524750,1.17,170.15,3.4,14.83,4.3,5.5
45749625,1.17,168.56,3.4,14.83,5.0,6.0
45974500,1.17,167.16,3.4,14.83,5.6,6.6
46199375,1.17,165.57,3.4,14.83,6.3,7.2
46424250,1.17,163.99,3.4,14.83,7.0,7.8
46649125,1.17,162.58,3.4,14.83,7.6,8.4
46874000,1.17,161.00,3.5,14.83,8.3,9.0
47098875,1.17,159.59,3.5,14.83,9.0,9.6
47323750,1.17,158.01,3.5,14.83,9.7,10.3
47548625,1.17,156.60,3.5,14.83,10.3,10.9
47773500,1.17,155.01,3.5,14.83,11.0,11.6
47998375,1.17,153.61,3.6,14.83,11.7,12.2
48223250,1.17,152.20,3.6,14.83,12.3,12.8
48448125,1.11,150.79,3.4,15.61,13.0,13.4
48673000,1.11,149.38,3.4,15.61,13.6,14.1
48897875,1.11,147.98,3.5,15.61,14.3,14.7
49122750,1.11,146.57,3.5,15.61,14.9,15.4
49347625,1.11,145.16,3.5,15.61,15.6,16.0
49572500,1.11,143.75,3.5,15.61,16.3,16.7
49797375,1.11,142.35,3.6,15.61,17.0,17.3
50022250,1.11,140.94,3.6,15.61,17.7,18.0
50247125,1.06,139.71,3.4,16.48,18.3,18.6
50472000,1.06,138.30,3.5,16.48,19.0,19.3
50696875,1.06,136.89,3.5,16.48,19.7,20.0
50921750,1.06,135.66,3.5,16.48,20.3,20.6
51146625,1.06,134.25,3.6,16.48,21.0,21.3
51371500,1.06,133.02,3.6,16.48,21.6,21.9
51596375,1.00,131.79,3.4,17.44,22.3,22.5
51821250,1.00,130.38,3.5,17.44,23.0,23.3
52046125,1.00,129.15,3.5,17.44,23.7,23.9
52271000,1.00,127.92,3.5,17.44,24.3,24.6
52495875,1.00,126.69,3.6,17.44,25.0,25.3
52720750,0.94,125.45,3.4,18.53,25.7,25.9
52945625,0.94,124.22,3.5,18.53,26.4,26.6
53170500,1.00,122.99,3.7,17.44,27.0,27.3
53395375,1.00,121.76,3.8,17.44,27.7,28.0
53620250,1.00,120.70,3.8,17.44,28.3,28.6
53845125,0.94,119.47,3.6,18.53,29.1,29.3
54070000,0.94,118.24,3.7,18.53,29.8,30.0
54294875,0.88,117.18,3.5,19.76,30.4,30.6
54519750,0.94,115.95,3.7,18.53,31.1,31.4
54744625,0.94,114.72,3.8,18.53,31.9,32.1
54969500,0.94,113.67,3.8,18.53,32.5,32.8
55194375,0.88,112.61,3.7,19.76,33.2,33.4
55419250,0.88,111.55,3.7,19.76,33.9,34.1
55644125,0.88,110.32,3.8,19.76,34.7,34.9
55869000,0.88,109.27,3.8,19.76,35.4,35.6
56093875,0.82,108.21,3.6,21.17,36.1,36.2
56318750,0.82,107.16,3.6,21.17,36.8,36.9
56543625,0.82,106.28,3.7,21.17,37.4,37.5
56768500,0.82,105.22,3.7,21.17,38.1,38.3
56993375,0.82,104.16,3.8,21.17,38.8,39.0
57218250,0.76,103.11,3.6,22.80,39.6,39.7
57443125,0.76,102.23,3.6,22.80,40.2,40.4
57668000,0.76,101.17,3.7,22.80,41.0,41.1
57892875,0.76,100.29,3.7,22.80,41.6,41.8
58117750,0.70,99.24,3.5,24.70,42.4,42.5
58342625,0.70,98.36,3.5,24.70,43.1,43.2
58567500,0.70,97.30,3.6,24.70,43.9,44.0
58792375,0.70,96.42,3.6,24.70,44.6,44.7
59017250,0.70,95.54,3.7,24.70,45.2,45.4
59242125,0.65,94.66,3.4,26.94,46.0,46.1
59467000,0.65,93.78,3.5,26.94,46.7,46.8
59691875,0.65,92.90,3.5,26.94,47.4,47.5
59916750,0.65,92.02,3.6,26.94,48.1,48.3
60141625,0.59,91.14,3.3,29.63,48.9,49.0
60366500,0.59,90.26,3.4,29.63,49.7,49.8
60591375,0.59,89.38,3.4,29.63,50.4,50.5
60816250,0.59,88.68,3.5,29.63,51.0,51.2
61041125,0.59,87.80,3.5,29.63,51.8,52.0
61266000,0.59,87.10,3.6,29.63,52.5,52.6
61490875,0.59,86.22,3.6,29.63,53.3,53.4
61715750,0.59,85.34,3.7,29.63,54.1,54.2
61940625,0.53,84.63,3.3,32.92,54.8,54.9
62165500,0.53,83.75,3.4,32.92,55.7,55.8
62390375,0.53,83.05,3.5,32.92,56.3,56.5
62615250,0.53,82.17,3.5,32.92,57.2,57.3
62840125,0.53,81.47,3.6,32.92,57.9,58.0
63065000,0.53,80.76,3.6,32.92,58.7,58.8
63289875,0.53,79.88,3.7,32.92,59.6,59.7
63514750,0.53,79.18,3.7,32.92,60.3,60.4
63739625,0.53,78.48,3.8,32.92,61.1,61.2
63964500,0.47,77.77,3.4,37.03,61.9,62.0
64189375,0.47,77.07,3.5,37.03,62.7,62.8
64414250,0.47,76.36,3.5,37.03,63.5,63.6
64639125,0.47,75.66,3.6,37.03,64.3,64.4
64864000,0.47,74.96,3.6,37.03,65.1,65.2
65088875,0.47,74.08,3.7,37.03,66.1,66.2
65313750,0.47,73.37,3.8,37.03,67.0,67.1
65538625,0.41,72.84,3.3,42.32,67.7,67.7
65763500,0.41,72.14,3.4,42.32,68.5,68.6
65988375,0.41,71.44,3.5,42.32,69.4,69.5
66213250,0.41,70.73,3.5,42.32,70.3,70.4
66438125,0.41,70.21,3.6,42.32,71.0,71.1
66663000,0.41,69.50,3.6,42.32,71.9,72.0
66887875,0.41,68.80,3.7,42.32,72.9,73.0
67112750,0.41,68.27,3.7,42.32,73.6,73.7
67337625,0.47,67.57,4.4,37.03,74.6,74.7
67562500,0.35,67.04,3.3,49.37,75.4,75.5
67787375,0.41,66.33,3.9,42.32,76.4,76.5
68012250,0.41,65.81,4.0,42.32,77.1,77.2
68237125,0.35,65.10,3.5,49.37,78.2,78.3
68462000,0.41,64.57,4.1,42.32,79.0,79.1
68686875,0.41,63.87,4.2,42.32,80.1,80.2
68911750,0.41,63.34,4.3,42.32,80.9,81.0
69136625,0.41,62.82,4.3,42.32,81.7,81.8
69361500,0.41,62.11,4.4,42.32,82.9,83.0
69586375,0.41,61.58,4.5,42.32,83.7,83.8
69811250,0.41,61.06,4.6,42.32,84.6,84.7
70036125,0.41,60.53,4.6,42.32,85.5,85.6
70261000,0.35,59.82,4.1,49.37,86.8,86.9
70485875,0.35,59.30,4.1,49.37,87.7,87.8
70710750,0.35,58.77,4.2,49.37,88.6,88.7
70935625,0.35,58.24,4.3,49.37,89.6,89.7
71160500,0.35,57.71,4.3,49.37,90.6,90.7
71385375,0.35,57.18,4.4,49.37,91.6,91.7
71610250,0.35,56.66,4.5,49.37,92.6,92.7
71835125,0.35,56.13,4.6,49.37,93.6,93.7
72060000,0.35,55.60,4.6,49.37,94.7,94.8
72284875,0.35,55.07,4.7,49.37,95.7,95.8
72509750,0.35,54.55,4.8,49.37,96.8,96.9
72734625,0.29,54.02,4.1,59.24,98.0,98.0
72959500,0.29,53.49,4.2,59.24,99.1,99.2
73184375,0.29,52.96,4.2,59.24,100.2,100.3
73409250,0.29,52.43,4.3,59.24,101.4,101.5
73634125,0.29,51.91,4.4,59.24,102.6,102.7
73859000,0.29,51.38,4.5,59.24,103.8,103.9
74083875,0.29,50.85,4.6,59.24,105.0,105.1
74308750,0.29,50.50,4.6,59.24,105.9,106.0
74533625,0.29,49.97,4.7,59.24,107.1,107.2
74758500,0.29,49.44,4.8,59.24,108.4,108.5
74983375,0.23,48.91,3.9,74.05,109.8,109.9
75208250,0.23,48.56,4.0,74.05,110.7,110.8
75433125,0.23,48.04,4.1,74.05,112.1,112.2
75658000,0.23,47.68,4.1,74.05,113.0,113.1
75882875,0.23,47.16,4.2,74.05,114.4,114.5
76107750,0.23,46.63,4.3,74.05,115.9,116.0
76332625,0.23,46.28,4.4,74.05,116.9,117.0
76557500,0.23,45.75,4.5,74.05,118.4,118.5
76782375,0.23,45.40,4.5,74.05,119.4,119.5
77007250,0.23,45.04,4.6,74.05,120.4,120.5
77232125,0.18,44.52,3.5,98.73,122.1,122.1
77457000,0.18,43.99,3.6,98.73,123.7,123.8
77681875,0.18,43.64,3.7,98.73,124.8,124.9
77906750,0.18,43.28,3.7,98.73,125.9,126.0
78131625,0.18,42.76,3.8,98.73,127.6,127.7
78356500,0.18,42.40,3.9,98.73,128.8,128.8
78581375,0.18,41.88,4.0,98.73,130.6,130.6
78806250,0.18,41.52,4.0,98.73,131.8,131.8
79031125,0.18,41.17,4.1,98.73,133.0,133.1
79256000,0.18,40.82,4.2,98.73,134.3,134.3
79480875,0.12,40.29,2.8,48.10,136.2,136.3
79705750,0.12,39.94,2.9,48.10,137.5,137.6
79930625,0.12,39.59,2.9,48.10,138.9,138.9
80155500,0.12,39.24,3.0,48.10,140.2,140.2
80380375,0.12,38.71,3.1,48.10,142.3,142.3
80605250,0.12,38.36,3.1,48.10,143.7,143.7
80830125,0.12,38.01,3.2,48.10,145.1,145.2
81055000,0.12,37.65,3.2,48.10,146.6,146.6
81279875,0.12,37.30,3.3,48.10,148.1,148.1
81504750,0.12,36.95,3.4,48.10,149.6,149.6
81729625,0.12,36.60,3.4,48.10,151.1,151.2
81954500,0.12,36.25,3.5,48.10,152.7,152.7
82179375,0.12,35.89,3.6,48.10,154.3,154.3
82404250,0.06,35.37,1.8,96.19,156.8,156.8
82629125,0.06,35.19,1.8,96.19,157.6,157.7
82854000,0.06,34.66,1.9,96.19,160.2,160.2
83078875,0.06,34.49,1.9,96.19,161.1,161.1
83303750,0.06,33.96,2.0,96.19,163.7,163.7
83528625,0.06,33.61,2.0,96.19,165.5,165.6
83753500,0.06,33.43,2.0,96.19,166.5,166.5
83978375,0.06,33.08,2.1,96.19,168.3,168.4
84203250,0.06,32.73,2.1,96.19,170.3,170.3
84428125,0.06,32.38,2.2,96.19,172.2,172.2
84653000,0.06,32.02,2.2,96.19,174.2,174.2
84877875,0.06,31.67,2.3,96.19,176.2,176.3
85102750,0.06,31.32,2.3,96.19,178.3,178.3
85327625,0.06,30.97,2.4,96.19,180.5,180.5
85552500,0.06,30.62,2.4,96.19,182.6,182.7
85777375,0.06,30.26,2.5,96.19,184.9,184.9
86002250,0.06,30.09,2.5,96.19,186.0,186.0
86227125,0.06,29.74,2.6,96.19,188.3,188.3
86452000,0.06,29.38,2.6,96.19,190.7,190.7
86676875,0.06,29.03,2.7,96.19,193.1,193.1
86901750,0.06,28.68,2.8,96.19,195.5,195.6
87126625,0.06,28.33,2.8,96.19,198.1,198.1
87351500,0.06,27.98,2.9,96.19,200.7,200.7
87576375,-0.00,27.80,0.0,?,202.0,202.0
87801250,-0.00,27.45,0.0,?,204.7,204.7
88026125,-0.00,27.10,0.0,?,207.5,207.5
88251000,-0.00,26.74,0.0,?,210.3,210.3
88475875,-0.00,26.39,0.0,?,213.2,213.2
88700750,-0.00,26.22,0.0,?,214.7,214.7
88925625,-0.00,25.87,0.0,?,217.7,217.7
89150500,-0.00,25.51,0.0,?,220.9,220.9
89375375,-0.00,25.16,0.0,?,224.0,224.0
89600250,-0.00,24.99,0.0,?,225.7,225.7
89825125,-0.00,24.63,0.0,?,229.0,229.0
90050000,-0.00,24.28,0.0,?,232.4,232.4
90274875,-0.00,24.11,0.0,?,234.2,234.2
90499750,-0.00,23.75,0.0,?,237.7,237.7
90724625,-0.00,23.40,0.0,?,241.4,241.4
90949500,-0.00,23.23,0.0,?,243.3,243.3
91174375,-0.00,22.87,0.0,?,247.1,247.1
91399250,-0.00,22.52,0.0,?,251.1,251.1
91624125,-0.00,22.35,0.0,?,253.1,253.1
91849000,-0.00,21.99,0.0,?,257.3,257.3
92073875,-0.00,21.82,0.0,?,259.4,259.4
92298750,-0.00,21.47,0.0,?,263.8,263.8
92523625,-0.00,21.11,0.0,?,268.3,268.3
92748500,-0.00,20.94,0.0,?,270.6,270.6
92973375,-0.06,20.59,5.3,96.19,275.2,275.3
93198250,-0.00,20.41,0.0,?,277.7,277.7
93423125,-0.00,20.06,0.0,?,282.7,282.7
93648000,-0.00,19.71,0.0,?,287.9,287.9
93872875,-0.00,19.53,0.0,?,290.5,290.5
94097750,-0.00,19.18,0.0,?,295.9,295.9
94322625,-0.06,19.00,6.2,96.19,298.6,298.7
94547500,-0.00,18.65,0.0,?,304.5,304.5
94772375,-0.06,18.30,6.7,96.19,310.3,310.4
94997250,-0.00,18.12,0.0,?,313.5,313.5
95222125,-0.00,17.77,0.0,?,319.8,319.8
95447000,-0.00,17.60,0.0,?,323.1,323.1
95671875,-0.06,17.24,7.5,96.19,329.6,329.7
95896750,-0.06,16.89,7.8,96.19,336.6,336.7
96121625,-0.06,16.72,8.0,96.19,340.2,340.2
96346500,-0.06,16.54,8.2,96.19,343.8,343.9
96571375,-0.06,16.19,8.5,96.19,351.4,351.5
96796250,-0.06,16.01,8.7,96.19,355.3,355.4
97021125,-0.06,15.66,9.1,96.19,363.4,363.5
97246000,-0.06,15.48,9.3,96.19,367.5,367.7
97470875,-0.06,15.13,9.7,96.19,376.2,376.3
97695750,-0.06,14.96,10.0,96.19,380.7,380.8
97920625,-0.06,14.60,10.4,96.19,389.9,390.1
98145500,-0.06,14.43,10.7,96.19,394.7,394.9
98370375,-0.06,14.08,11.2,96.19,404.7,404.8
98595250,-0.06,13.90,11.5,96.19,409.8,410.0
98820125,-0.06,13.72,11.8,96.19,415.1,415.3
99045000,-0.00,13.37,0.0,?,426.5,426.5
99269875,-0.06,13.20,12.8,96.19,431.9,432.1
99494750,-0.06,12.84,13.5,96.19,443.8,444.0
99719625,-0.06,12.67,13.9,96.19,450.0,450.2
99944500,-0.06,12.32,14.7,96.19,462.9,463.2
100169375,-0.06,12.14,15.1,96.19,469.7,469.9
100394250,-0.06,11.96,15.5,96.19,476.6,476.9
100619125,-0.00,11.61,0.0,?,491.7,491.7
100844000,-0.06,11.44,17.0,96.19,498.7,499.0
101068875,-0.00,11.26,0.0,?,507.2,507.2
101293750,-0.06,10.91,18.7,96.19,523.0,523.3
101518625,-0.00,10.73,0.0,?,532.3,532.3
101743500,-0.06,10.56,19.9,96.19,540.5,540.8
101968375,-0.00,10.21,0.0,?,559.9,559.9
102193250,-0.06,10.03,22.1,96.19,569.0,569.4
102418125,-0.00,9.85,0.0,?,580.1,580.1
102643000,-0.00,9.50,0.0,?,601.6,601.6
102867875,-0.06,9.33,25.5,96.19,612.0,612.5
103092750,-0.06,8.97,27.5,96.19,636.0,636.6
103317625,-0.06,8.80,28.6,96.19,648.7,649.4
103542500,-0.06,8.62,29.8,96.19,662.0,662.6
103767375,-0.06,8.45,31.1,96.19,675.7,676.5
103992250,-0.06,8.09,33.8,96.19,705.1,705.9
104217125,-0.06,7.92,35.3,96.19,720.7,721.6
104442000,-0.06,7.74,36.9,96.19,737.1,738.0
104666875,-0.06,7.57,38.7,96.19,754.2,755.2
104891750,-0.06,7.21,42.5,96.19,790.9,792.0
105116625,-0.06,7.04,44.7,96.19,810.6,811.8
105341500,-0.06,6.86,47.0,96.19,831.3,832.6
105566375,-0.06,6.69,49.5,96.19,853.1,854.5
105791250,-0.06,6.51,52.2,96.19,876.0,877.6
106016125,-0.06,6.16,58.3,96.19,925.8,927.7
106241000,-0.06,5.98,61.7,96.19,952.9,954.9
106465875,-0.06,5.81,65.5,96.19,981.6,983.7
106690750,-0.06,5.63,69.6,96.19,1012.0,1014.4
106915625,-0.06,5.45,74.2,96.19,1044.4,1047.0
107140500,-0.12,5.28,155.9,48.10,1061.8,1073.2
107365375,-0.06,4.93,90.8,96.19,1155.1,1158.7
107590250,-0.06,4.75,97.6,96.19,1197.4,1201.4
107815125,-0.12,4.57,206.1,48.10,1216.9,1234.3
108040000,-0.06,4.40,113.7,96.19,1291.9,1296.9
108264875,-0.06,4.22,123.3,96.19,1344.9,1350.5
108489750,-0.12,4.05,261.3,48.10,1365.3,1390.0
108714625,-0.06,3.87,146.5,96.19,1464.9,1472.2
108939500,-0.06,3.70,160.7,96.19,1533.3,1541.7
109164375,-0.06,3.52,176.9,96.19,1608.2,1617.9
109389250,-0.06,3.34,195.8,96.19,1690.7,1702.0
109614125,-0.06,3.17,217.8,96.19,1782.0,1795.3
109839000,-0.06,2.99,243.7,96.19,1883.5,1899.2
110063875,-0.06,2.99,243.7,96.19,1883.5,1899.2
110288750,-0.12,2.82,520.2,48.10,1891.8,1962.1
110513625,-0.12,2.64,586.2,48.10,1998.7,2082.9
110738500,-0.12,2.46,665.1,48.10,2116.7,2218.7
110963375,-0.12,2.46,665.1,48.10,2116.7,2218.7
111188250,-0.12,2.29,760.4,48.10,2247.3,2372.5
